method,graph,trial,penalty,fdp,tdp,d_cpdag,union_target_error,fit_seconds,metric_seconds,mip_gap,status,error
utigsp,1,6,0.001,0.14285714285714285,0.7142857142857143,3,5,0.055767762940377,0.0005393791943788528,,ok,
utigsp,1,6,0.01,0.3333333333333333,0.7142857142857143,5,3,0.0706505193375051,0.0005170512013137341,,ok,
utigsp,1,6,0.1,0.5384615384615384,0.8571428571428572,8,0,0.08529011020436883,0.0005689370445907116,,ok,
utigsp,1,6,0.2,0.625,0.7142857142857143,12,1,0.12394359102472663,0.0006602508947253227,,ok,
utigsp,1,6,1e-05,0.7142857142857143,0.7142857142857143,6,8,0.08722646674141288,0.0009904680773615837,,ok,
utigsp,1,6,1e-07,0.6,0.4285714285714286,6,8,0.05845462391152978,0.0006138994358479977,,ok,
utigsp,1,6,1e-09,0.6,0.4285714285714286,6,8,0.05170347588136792,0.0006146794185042381,,ok,
utigsp,2,6,0.001,0.17647058823529413,0.9411764705882353,4,7,0.19195756083354354,0.0010525230318307877,,ok,
utigsp,2,6,0.01,0.16666666666666666,0.9411764705882353,4,2,0.1876860768534243,0.000950865913182497,,ok,
utigsp,2,6,0.1,0.7307692307692307,0.8235294117647058,41,2,0.18895833799615502,0.0012077637948095798,,ok,
utigsp,2,6,0.2,0.8910891089108911,0.6470588235294117,96,1,0.34182883333414793,0.0014525377191603184,,ok,
utigsp,2,6,1e-05,0.35294117647058826,0.7647058823529411,10,10,0.23557110130786896,0.0010297121480107307,,ok,
utigsp,2,6,1e-07,0.4375,0.7058823529411764,13,12,0.15258319023996592,0.001141093671321869,,ok,
utigsp,2,6,1e-09,0.7333333333333333,0.4117647058823529,21,15,0.15969214029610157,0.0010654893703758717,,ok,
utigsp,3,6,0.001,0.14285714285714285,0.8571428571428572,10,10,1.7928299931809306,0.0030590002425014973,,ok,
utigsp,3,6,0.01,0.5,0.8571428571428572,36,9,1.143056862987578,0.0031208088621497154,,ok,
utigsp,3,6,0.1,0.9250936329588015,0.5428571428571429,264,11,0.9716996126808226,0.00496780825778842,,ok,
utigsp,3,6,0.2,0.9657142857142857,0.48571428571428577,525,9,1.3051829473115504,0.00716567225754261,,ok,
utigsp,3,6,1e-05,0.2,0.8571428571428572,12,13,2.182770633138716,0.0031452784314751625,,ok,
utigsp,3,6,1e-07,0.32432432432432434,0.7714285714285715,20,15,4.059871979989111,0.003412179183214903,,ok,
utigsp,3,6,1e-09,0.3939393939393939,0.6285714285714286,26,13,3.4453353597782552,0.003194482997059822,,ok,
