configuration,method,job_index,setting_index,setting_id,tuning_value,status,elapsed_seconds,directed_tp,directed_fp,directed_fn,directed_tn,directed_tpr,directed_fpr,skeleton_tp,skeleton_fp,skeleton_fn,skeleton_tn,skeleton_tpr,skeleton_fpr,ambiguous_undirected_edges,directed_tp_ambiguous_in_returned_graph,directed_fp_ambiguous_in_returned_graph,physical_directed_tp,physical_skeleton_tp,physical_reversed,programmed_directed_tp,programmed_skeleton_tp,programmed_reversed,estimated_target_count,objective_value,objective_bound,mip_gap,solver_status,optimal
scm_4,ps_mip_unknown,34,0,graph_00_target_fixed16,0.0625,ok_nonoptimal,3613.885081343353,23,14,0,53,1.0,0.208955223880597,23,14,0,8,1.0,0.6363636363636364,3,0,3,21,21,0,2,2,0,2,-7.373097200079457,-8.388816278669536,0.13776016388053763,time_limit,False
scm_4,ps_mip_unknown,35,1,graph_01_target_fixed16,0.08838834764831845,ok_nonoptimal,3614.322334377095,23,13,0,54,1.0,0.19402985074626866,23,13,0,9,1.0,0.5909090909090909,0,0,0,21,21,0,2,2,0,2,-7.372858633170273,-8.49364836781098,0.15201562791375217,time_limit,False
scm_4,ps_mip_unknown,36,2,graph_02_target_fixed16,0.125,ok_nonoptimal,3614.40054817684,23,13,0,54,1.0,0.19402985074626866,23,13,0,9,1.0,0.5909090909090909,4,0,4,21,21,0,2,2,0,2,-7.372496849713827,-8.447868039499525,0.14586254992125766,time_limit,False
scm_4,ps_mip_unknown,37,3,graph_03_target_fixed16,0.1767766952966369,ok_nonoptimal,3614.2695893384516,23,13,0,54,1.0,0.19402985074626866,23,13,0,9,1.0,0.5909090909090909,0,0,0,21,21,0,2,2,0,2,-7.37201567603905,-8.511093975706455,0.15451381952017587,time_limit,False
scm_4,ps_mip_unknown,38,4,graph_04_target_fixed16,0.25,ok_nonoptimal,3616.5820332095027,23,13,0,54,1.0,0.19402985074626866,23,13,0,9,1.0,0.5909090909090909,0,0,0,21,21,0,2,2,0,2,-7.371317347486547,-8.469011227815855,0.14891420740467734,time_limit,False
scm_4,ps_mip_unknown,39,5,graph_05_target_fixed16,0.3535533905932738,ok_nonoptimal,3617.7053262339905,23,11,0,56,1.0,0.16417910447761194,23,11,0,11,1.0,0.5,0,0,0,21,21,0,2,2,0,2,-7.370366054493071,-8.526959809416887,0.15692487270950964,time_limit,False
scm_4,ps_mip_unknown,40,6,graph_06_target_fixed16,0.5,ok_nonoptimal,3619.2755958624184,23,10,0,57,1.0,0.14925373134328357,23,10,0,12,1.0,0.45454545454545453,0,0,0,21,21,0,2,2,0,2,-7.369063644300578,-8.480860428080762,0.1508735488585549,time_limit,False
scm_4,ps_mip_unknown,41,7,graph_07_target_fixed16,0.7071067811865476,ok_nonoptimal,3614.4720835909247,23,10,0,57,1.0,0.14925373134328357,23,10,0,12,1.0,0.45454545454545453,0,0,0,21,21,0,2,2,0,2,-7.367253070499017,-8.588238950230785,0.16573149694300718,time_limit,False
scm_4,ps_mip_unknown,42,8,graph_08_target_fixed16,1.0,ok_nonoptimal,3616.2065755026415,23,9,0,58,1.0,0.13432835820895522,23,9,0,13,1.0,0.4090909090909091,0,0,0,21,21,0,2,2,0,2,-7.3647045918194465,-8.353836575518958,0.13430708202447358,time_limit,False
scm_4,ps_mip_unknown,43,9,graph_09_target_fixed16,1.4142135623730951,ok_nonoptimal,3615.076549229212,23,8,0,59,1.0,0.11940298507462686,23,8,0,14,1.0,0.36363636363636365,2,0,2,21,21,0,2,2,0,2,-7.361278277976549,-8.339715276213704,0.1329167246895747,time_limit,False
scm_4,ps_mip_unknown,44,10,graph_10_target_fixed16,2.0,ok_nonoptimal,3619.6190978558734,23,6,0,61,1.0,0.08955223880597014,23,6,0,16,1.0,0.2727272727272727,4,0,4,21,21,0,2,2,0,2,-7.35668867788294,-8.367928997988324,0.1374586263444265,time_limit,False
scm_4,ps_mip_unknown,45,11,graph_11_target_fixed16,2.8284271247461903,ok_nonoptimal,3620.603233006783,23,5,0,62,1.0,0.07462686567164178,23,5,0,17,1.0,0.22727272727272727,5,0,5,21,21,0,2,2,0,2,-7.350348001335716,-8.417139700245249,0.14513485602527584,time_limit,False
scm_4,ps_mip_unknown,46,12,graph_12_target_fixed16,4.0,ok_nonoptimal,3618.4735460923985,23,5,0,62,1.0,0.07462686567164178,23,5,0,17,1.0,0.22727272727272727,5,0,5,21,21,0,2,2,0,2,-7.341656223199966,-8.34591865917309,0.13678962967506028,time_limit,False
scm_4,ps_mip_unknown,47,13,graph_13_target_fixed16,5.656854249492381,ok_nonoptimal,3624.5556449275464,23,5,0,62,1.0,0.07462686567164178,23,5,0,17,1.0,0.22727272727272727,5,0,5,21,21,0,2,2,0,2,-7.3293662676984725,-8.330008891992756,0.136525122056494,time_limit,False
scm_4,ps_mip_unknown,48,14,graph_14_target_fixed16,8.0,ok_nonoptimal,3622.7576677538455,23,4,0,63,1.0,0.05970149253731343,23,4,0,18,1.0,0.18181818181818182,2,0,2,21,21,0,2,2,0,2,-7.311986660449406,-8.304177286013994,0.13569371384816037,time_limit,False
scm_4,ps_mip_unknown,49,15,graph_15_target_fixed16,11.313708498984761,ok_nonoptimal,3627.605465016328,23,4,0,63,1.0,0.05970149253731343,23,4,0,18,1.0,0.18181818181818182,2,0,2,21,21,0,2,2,0,2,-7.28828460341081,-8.126350676599412,0.11498811020584991,time_limit,False
scm_4,ps_mip_unknown,50,16,graph_16_target_fixed16,16.0,ok_nonoptimal,3656.5671982010826,23,4,0,63,1.0,0.05970149253731343,23,4,0,18,1.0,0.18181818181818182,2,0,2,21,21,0,2,2,0,2,-7.254764832890688,-8.039017697367441,0.10810176243359569,time_limit,False
scm_4,utigsp_present,51,0,alpha_00,0.001,ok,0.31517030112445354,18,7,5,60,0.782608695652174,0.1044776119402985,19,6,4,16,0.8260869565217391,0.2727272727272727,0,0,0,16,17,1,2,2,0,24,,,,,
scm_4,utigsp_present,52,1,alpha_01,0.01,ok,0.3710599076002836,16,11,7,56,0.6956521739130435,0.16417910447761194,19,8,4,14,0.8260869565217391,0.36363636363636365,1,1,0,16,18,2,0,1,1,25,,,,,
scm_4,utigsp_present,53,2,alpha_02,0.05,ok,0.38666390627622604,14,17,9,50,0.6086956521739131,0.2537313432835821,21,10,2,12,0.9130434782608695,0.45454545454545453,0,0,0,14,20,6,0,1,1,27,,,,,
scm_4,utigsp_present,54,3,alpha_03,0.1,ok,0.4453628584742546,21,11,2,56,0.9130434782608695,0.16417910447761194,21,11,2,11,0.9130434782608695,0.5,0,0,0,19,19,0,2,2,0,23,,,,,
scm_4,utigsp_present,55,4,alpha_04,0.2,ok,0.5715634971857071,22,12,1,55,0.9565217391304348,0.1791044776119403,22,12,1,10,0.9565217391304348,0.5454545454545454,1,0,1,20,20,0,2,2,0,24,,,,,
scm_4,utigsp_present,56,5,alpha_05,0.3,ok,0.8643798688426614,21,13,2,54,0.9130434782608695,0.19402985074626866,21,13,2,9,0.9130434782608695,0.5909090909090909,0,0,0,19,19,0,2,2,0,23,,,,,
scm_4,utigsp_present,57,6,alpha_06,0.4,ok,0.8292647078633308,15,22,8,45,0.6521739130434783,0.3283582089552239,22,15,1,7,0.9565217391304348,0.6818181818181818,3,3,0,15,21,6,0,1,1,29,,,,,
