method,graph,trial,penalty,fdp,tdp,d_cpdag,union_target_error,fit_seconds,metric_seconds,mip_gap,status,error
utigsp,1,8,0.001,0.14285714285714285,0.8571428571428572,2,4,0.07849885197356343,0.0006272853352129459,,ok,
utigsp,1,8,0.01,0.4444444444444444,0.5714285714285714,7,5,0.07662208005785942,0.0006127632223069668,,ok,
utigsp,1,8,0.1,0.6153846153846154,0.5714285714285714,11,3,0.1326453727670014,0.000648037064820528,,ok,
utigsp,1,8,0.2,0.625,0.7142857142857143,12,2,0.1507541728205979,0.0007323580794036388,,ok,
utigsp,1,8,1e-05,0.2857142857142857,0.7142857142857143,4,8,0.0674061281606555,0.0006126491352915764,,ok,
utigsp,1,8,1e-07,0.5,0.5714285714285714,5,8,0.0570951821282506,0.0006695529446005821,,ok,
utigsp,1,8,1e-09,0.8,0.4285714285714286,8,8,0.09675564197823405,0.0006921691820025444,,ok,
utigsp,2,8,0.001,0.23529411764705882,0.8235294117647058,7,8,0.19672417221590877,0.0010565109550952911,,ok,
utigsp,2,8,0.01,0.4090909090909091,0.8235294117647058,12,6,0.18832163466140628,0.001121383160352707,,ok,
utigsp,2,8,0.1,0.8727272727272727,0.4117647058823529,58,2,0.292638239916414,0.0012866733595728874,,ok,
utigsp,2,8,0.2,0.8513513513513513,0.6470588235294117,69,2,0.3632215056568384,0.001485288143157959,,ok,
utigsp,2,8,1e-05,0.4375,0.5882352941176471,14,10,0.18161900155246258,0.0011648512445390224,,ok,
utigsp,2,8,1e-07,0.5,0.6470588235294117,14,14,0.16380100417882204,0.0015339897945523262,,ok,
utigsp,2,8,1e-09,0.5714285714285714,0.6470588235294117,14,14,0.16424537310376763,0.001544978003948927,,ok,
utigsp,3,8,0.001,0.17142857142857143,0.8571428571428572,11,9,5.275343826971948,0.0033128419890999794,,ok,
utigsp,3,8,0.01,0.6,0.6571428571428571,50,8,1.765712033957243,0.0034482493065297604,,ok,
utigsp,3,8,0.1,0.9388489208633094,0.4571428571428572,280,8,1.1334310160018504,0.00498320534825325,,ok,
utigsp,3,8,0.2,0.9613152804642167,0.5428571428571429,513,7,1.3977421261370182,0.007675796747207642,,ok,
utigsp,3,8,1e-05,0.2857142857142857,0.7714285714285715,18,13,1.5499642919749022,0.0034154150635004044,,ok,
utigsp,3,8,1e-07,0.4444444444444444,0.6285714285714286,29,15,2.1853698678314686,0.0034285737201571465,,ok,
utigsp,3,8,1e-09,0.4166666666666667,0.6571428571428571,27,16,2.337677718605846,0.0034132893197238445,,ok,
