method,graph,trial,penalty,fdp,tdp,d_cpdag,union_target_error,fit_seconds,metric_seconds,mip_gap,status,error
mip_profiled,1,7,0.001,0.2222222222222222,0.8571428571428572,3,1,0.23140094615519047,0.0006644362583756447,0.0,ok,
mip_profiled,1,7,0.0025,0.2222222222222222,0.8571428571428572,3,1,0.23077875096350908,0.0005818801000714302,0.0,ok,
mip_profiled,1,7,0.005,0.125,0.8571428571428572,2,1,0.20984895713627338,0.0005719512701034546,0.0,ok,
mip_profiled,1,7,0.01,0.125,0.8571428571428572,2,1,0.20716562820598483,0.00058029405772686,0.0,ok,
mip_profiled,1,7,0.02,0.125,0.8571428571428572,2,1,0.20983523689210415,0.00053747883066535,0.0,ok,
mip_profiled,1,7,0.04,0.14285714285714285,0.7142857142857143,3,1,0.19980259472504258,0.0005373526364564896,1.1395005840123432e-05,ok,
mip_profiled,1,7,0.08,0.2,0.4285714285714286,5,2,0.19966461276635528,0.000536993145942688,0.0,ok,
mip_profiled,1,7,0.1,0.2,0.4285714285714286,5,2,0.18817468313500285,0.0006695189513266087,0.0,ok,
mip_profiled,1,7,0.16,0.2,0.4285714285714286,5,3,0.18270830297842622,0.0005206950008869171,0.0,ok,
mip_profiled,1,7,0.32,0.5,0.2857142857142857,7,2,0.17671942804008722,0.0005367882549762726,0.0,ok,
gnies,1,7,0.005,0.9090909090909091,0.4285714285714286,44,2,23.406397855374962,0.0009191269055008888,,ok,
gnies,1,7,0.01,0.9047619047619048,0.4285714285714286,42,2,22.01599020231515,0.0009070690721273422,,ok,
gnies,1,7,0.03,0.8947368421052632,0.4285714285714286,38,2,18.56930725928396,0.0008705887012183666,,ok,
gnies,1,7,0.1,0.8823529411764706,0.4285714285714286,34,2,13.295682244002819,0.0008382978849112988,,ok,
gnies,1,7,0.3,0.8461538461538461,0.4285714285714286,26,2,9.092429065611213,0.0006581898778676987,,ok,
gnies,1,7,1,0.7647058823529411,0.5714285714285714,16,5,4.655843855813146,0.0006849090568721294,,ok,
gnies,1,7,3,0.6363636363636364,0.5714285714285714,10,7,1.2189365439116955,0.0006009601056575775,,ok,
gnies,1,7,6,0.14285714285714285,0.8571428571428572,2,8,0.6914251269772649,0.0005636550486087799,,ok,
gnies,1,7,10,0.14285714285714285,0.8571428571428572,2,8,0.6414284529164433,0.000508961733430624,,ok,
gnies,1,7,30,0.4,0.5714285714285714,4,8,0.44836097909137607,0.0005481052212417126,,ok,
mip_profiled,2,7,0.001,0.46153846153846156,0.8235294117647058,15,1,1.4441574178636074,0.0010902080684900284,0.0,ok,
mip_profiled,2,7,0.0025,0.391304347826087,0.8235294117647058,12,1,1.291724655777216,0.0010451548732817173,0.0,ok,
mip_profiled,2,7,0.005,0.36363636363636365,0.8235294117647058,11,1,1.266227823216468,0.0010400819592177868,0.0,ok,
mip_profiled,2,7,0.01,0.11764705882352941,0.8823529411764706,4,1,1.2424871399998665,0.001166829839348793,0.0,ok,
mip_profiled,2,7,0.02,0.11764705882352941,0.8823529411764706,4,1,1.2397344992496073,0.0009992308914661407,0.0,ok,
