method,graph,trial,penalty,fdp,tdp,d_cpdag,union_target_error,fit_seconds,metric_seconds,mip_gap,status,error
mip_profiled,1,1,0.001,0.1428571428571428,0.7142857142857143,3,1,0.2410379471257329,0.0008964943699538,0.0,ok,
mip_profiled,1,1,0.0025,0.1428571428571428,0.7142857142857143,3,1,0.1770823458209633,0.0007959920912981,0.0,ok,
mip_profiled,1,1,0.005,0.1428571428571428,0.7142857142857143,3,1,0.1781781432218849,0.0008302121423184,0.0,ok,
mip_profiled,1,1,0.01,0.1428571428571428,0.7142857142857143,3,1,0.1742852921597659,0.0008006067946553,0.0,ok,
mip_profiled,1,1,0.02,0.1428571428571428,0.7142857142857143,3,1,0.1738903447985649,0.0007917792536318,0.0,ok,
mip_profiled,1,1,0.04,0.1428571428571428,0.7142857142857143,3,1,0.1720414012670517,0.0008028703741729,0.0,ok,
mip_profiled,1,1,0.08,0.1428571428571428,0.7142857142857143,3,1,0.1686937208287418,0.000797722954303,0.0,ok,
mip_profiled,1,1,0.1,0.2,0.4285714285714286,5,0,0.1655152291059494,0.0007670829072594,0.0,ok,
mip_profiled,1,1,0.16,0.2,0.5714285714285714,4,0,0.1656321259215474,0.0008027581498026,0.0,ok,
mip_profiled,1,1,0.32,0.5,0.2857142857142857,7,2,0.1628259969875216,0.000783999916166,0.0,ok,
mip_profiled,1,1,0.64,1.0,0.1428571428571429,8,5,0.1616579699330032,0.000731258187443,0.0,ok,
mip_profiled,1,1,1.28,0.0,0.0,8,8,0.1596810189075768,0.0006309407763183,0.0,ok,
gnies,1,1,0.005,0.9,0.4285714285714286,41,7,6.323769335169345,0.0013004341162741,,ok,
gnies,1,1,0.01,0.9166666666666666,0.2857142857142857,39,7,5.701420580036938,0.0013105981051921,,ok,
gnies,1,1,0.03,0.9090909090909092,0.2857142857142857,35,7,4.883852124214172,0.0009823869913816,,ok,
gnies,1,1,0.1,0.8888888888888888,0.2857142857142857,30,7,3.942719494923949,0.0012210658751428,,ok,
gnies,1,1,0.3,0.8095238095238095,0.4285714285714286,22,7,3.2086761882528663,0.0009602829813957,,ok,
gnies,1,1,1.0,0.6923076923076923,0.4285714285714286,13,5,2.7514473469927907,0.0008303197100758,,ok,
gnies,1,1,3.0,0.5555555555555556,0.5714285714285714,9,7,1.3222527708858252,0.0008972529321908,,ok,
gnies,1,1,6.0,0.1428571428571428,1.0,1,8,0.948052855208516,0.0008695749565958,,ok,
gnies,1,1,10.0,0.2857142857142857,0.7142857142857143,4,8,0.8457553428597748,0.00080345897004,,ok,
gnies,1,1,30.0,0.4,0.5714285714285714,4,8,0.6157760149799287,0.001064027659595,,ok,
gnies,1,1,100.0,0.75,0.4285714285714286,6,8,0.5350883770734072,0.0009525557979941,,ok,
gnies,1,1,300.0,0.0,0.0,8,8,0.1415187688544392,0.0006305030547082,,ok,
mip_profiled,2,1,0.001,0.4230769230769231,0.8823529411764706,13,1,1.3695049961097538,0.0015022316947579,0.0,ok,
mip_profiled,2,1,0.0025,0.375,0.8823529411764706,11,1,1.3042100961320102,0.001468064263463,0.0,ok,
mip_profiled,2,1,0.005,0.2,0.9411764705882352,5,1,1.307255370542407,0.0014006318524479,0.0,ok,
mip_profiled,2,1,0.01,0.2105263157894736,0.8823529411764706,6,1,1.305811974219978,0.0013985531404614,0.0,ok,
mip_profiled,2,1,0.02,0.1176470588235294,0.8823529411764706,4,1,1.267705326899886,0.0013736533001065,0.0,ok,
mip_profiled,2,1,0.04,0.1176470588235294,0.8823529411764706,4,1,1.2304075956344604,0.0014119399711489,0.0,ok,
mip_profiled,2,1,0.08,0.1176470588235294,0.8823529411764706,4,3,1.1967238821089268,0.001365034841001,4.525548419510915e-05,ok,
mip_profiled,2,1,0.1,0.1176470588235294,0.8823529411764706,4,3,1.180602332111448,0.0013692029751837,0.0,ok,
mip_profiled,2,1,0.16,0.1333333333333333,0.7647058823529411,6,3,1.1772209452465177,0.0013493672013282,0.0,ok,
mip_profiled,2,1,0.32,0.2857142857142857,0.2941176470588235,14,9,1.1656297338195143,0.001251321285963,0.0,ok,
mip_profiled,2,1,0.64,0.3333333333333333,0.1176470588235294,16,13,1.162744042929262,0.0011631189845502,0.0,ok,
mip_profiled,2,1,1.28,0.0,0.0,17,18,1.1641191579401493,0.0010251500643789,0.0,ok,
gnies,2,1,3.0,0.64,0.5294117647058824,28,16,25.99472542386502,0.0021265880204737,,ok,
gnies,2,1,5.0,0.5714285714285714,0.5294117647058824,21,16,21.403944427147508,0.0017003496177494,,ok,
gnies,2,1,7.0,0.3529411764705882,1.0,7,19,11.107007740996778,0.0028143296949565,,ok,
gnies,2,1,10.0,0.3529411764705882,1.0,7,19,10.5710879387334,0.0028046588413417,,ok,
gnies,2,1,15.0,0.3529411764705882,1.0,7,19,9.89385085226968,0.002948653884232,,ok,
gnies,2,1,20.0,0.3529411764705882,1.0,7,19,9.999147520866243,0.0027347253635525,,ok,
gnies,2,1,30.0,0.3529411764705882,1.0,7,19,8.929570784792304,0.002720340155065,,ok,
gnies,2,1,50.0,0.3333333333333333,0.8823529411764706,8,19,7.455400335136801,0.0021684346720576,,ok,
