method,graph,trial,penalty,fdp,tdp,d_cpdag,union_target_error,fit_seconds,metric_seconds,mip_gap,status,error
mip_profiled,1,3,0.001,0.5555555555555556,0.4285714285714286,9,1,0.38818429922685027,0.0008372790180146694,0.0,ok,
mip_profiled,1,3,0.0025,0.5555555555555556,0.4285714285714286,9,1,0.31923558935523033,0.0007732580415904522,0.0,ok,
mip_profiled,1,3,0.005,0.5555555555555556,0.4285714285714286,9,1,0.30161479813978076,0.0007639750838279724,0.0,ok,
mip_profiled,1,3,0.01,0.5555555555555556,0.4285714285714286,9,1,0.2969596041366458,0.0007661711424589157,0.0,ok,
mip_profiled,1,3,0.02,0.14285714285714285,0.7142857142857143,3,1,0.2910999399609864,0.0007221018895506859,0.0,ok,
mip_profiled,1,3,0.04,0.14285714285714285,0.7142857142857143,3,1,0.28187873773276806,0.0007279999554157257,0.0,ok,
mip_profiled,1,3,0.08,0.2,0.4285714285714286,5,1,0.2726883627474308,0.0007131448946893215,0.0,ok,
mip_profiled,1,3,0.1,0.2,0.4285714285714286,5,1,0.2760296859778464,0.000713044311851263,0.0,ok,
mip_profiled,1,3,0.16,0.2,0.4285714285714286,5,2,0.27360887872055173,0.0007093013264238834,0.0,ok,
mip_profiled,1,3,0.32,0.5,0.2857142857142857,7,2,0.2717251908034086,0.0007242108695209026,0.0,ok,
mip_profiled,1,3,0.64,1.0,0.1428571428571429,8,5,0.26876648608595133,0.0006164689548313618,0.0,ok,
mip_profiled,1,3,1.28,0.0,0.0,8,8,0.2691325810737908,0.0005565648898482323,0.0,ok,
gnies,1,3,0.005,0.9024390243902439,0.4285714285714286,41,2,25.541861745063215,0.0012604971416294575,,ok,
gnies,1,3,0.01,0.9,0.4285714285714286,40,2,25.796550810802728,0.0012831827625632286,,ok,
gnies,1,3,0.03,0.8918918918918919,0.4285714285714286,37,2,23.42738389177248,0.0012059137225151062,,ok,
gnies,1,3,0.1,0.8787878787878788,0.4285714285714286,33,2,20.912377483211458,0.001193198375403881,,ok,
gnies,1,3,0.3,0.8571428571428571,0.4285714285714286,28,2,13.04824909195304,0.0009298138320446014,,ok,
gnies,1,3,1,0.8235294117647058,0.4285714285714286,19,6,3.6606734320521355,0.0009576561860740185,,ok,
gnies,1,3,3,0.25,0.8571428571428572,3,8,1.107643947005272,0.0008075018413364887,,ok,
gnies,1,3,6,0.25,0.8571428571428572,3,8,0.9053724543191493,0.0007640677504241467,,ok,
gnies,1,3,10,0.14285714285714285,1.0,1,8,0.8633877937681973,0.0007729600183665752,,ok,
gnies,1,3,30,0.4,0.5714285714285714,4,8,0.6138059878721833,0.0008369130082428455,,ok,
gnies,1,3,100,0.6666666666666666,0.2857142857142857,6,8,0.43566127214580774,0.0007810690440237522,,ok,
gnies,1,3,300,0.0,0.0,8,8,0.14295204589143395,0.0005673905834555626,,ok,
mip_profiled,2,3,0.001,0.3333333333333333,0.9411764705882353,9,0,1.0642758780159056,0.0014097010716795921,0.0,ok,
mip_profiled,2,3,0.0025,0.23809523809523808,0.9411764705882353,6,0,1.0586339859291911,0.0013725333847105503,0.0,ok,
mip_profiled,2,3,0.005,0.15789473684210525,0.9411764705882353,4,0,1.0588713153265417,0.0015450408682227135,0.0,ok,
mip_profiled,2,3,0.01,0.15789473684210525,0.9411764705882353,4,0,1.0358902192674577,0.0013508335687220097,0.0,ok,
mip_profiled,2,3,0.02,0.11764705882352941,0.8823529411764706,4,0,1.0229296144098043,0.0012999959290027618,0.0,ok,
mip_profiled,2,3,0.04,0.11764705882352941,0.8823529411764706,4,0,1.0115226418711245,0.0013272296637296677,0.0,ok,
mip_profiled,2,3,0.08,0.11764705882352941,0.8823529411764706,4,1,0.9438248872756958,0.0012860498391091824,2.7424759711482546e-05,ok,
mip_profiled,2,3,0.1,0.058823529411764705,0.9411764705882353,2,1,0.9427570248953998,0.0012748180888593197,8.233446078054068e-05,ok,
mip_profiled,2,3,0.16,0.07692307692307693,0.7058823529411764,6,2,0.9404716677963734,0.001287268940359354,0.0,ok,
mip_profiled,2,3,0.32,0.14285714285714285,0.3529411764705882,12,7,0.9319310830906034,0.0011852751486003399,0.0,ok,
mip_profiled,2,3,0.64,0.0,0.17647058823529416,14,13,0.9293065927922726,0.0010928916744887829,0.0,ok,
mip_profiled,2,3,1.28,0.0,0.0,17,17,0.9297854551114142,0.0009455499239265919,0.0,ok,
gnies,2,3,3,0.6538461538461539,0.5294117647058824,28,15,33.32394946785644,0.0016819518059492111,,ok,
gnies,2,3,5,0.3888888888888889,1.0,9,19,13.24062720593065,0.0036903670988976955,,ok,
gnies,2,3,7,0.35294117647058826,1.0,7,19,11.785626593977213,0.0029623699374496937,,ok,
gnies,2,3,10,0.35294117647058826,1.0,7,19,11.085813452024013,0.002784203737974167,,ok,
gnies,2,3,15,0.35294117647058826,1.0,7,19,10.426671497989446,0.002773257903754711,,ok,
gnies,2,3,20,0.35294117647058826,1.0,7,19,10.044456584844738,0.0027375719510018826,,ok,
gnies,2,3,30,0.375,0.9411764705882353,8,19,8.07376843970269,0.002897367812693119,,ok,
gnies,2,3,50,0.42857142857142855,0.8235294117647058,10,19,7.425596090964973,0.0026304302737116814,,ok,
gnies,2,3,75,0.75,0.47058823529411764,15,19,4.710212172940373,0.002644752152264118,,ok,
gnies,2,3,100,0.75,0.47058823529411764,15,19,4.706877341028303,0.002636884804815054,,ok,
gnies,2,3,200,0.8,0.2941176470588235,17,19,3.3416259051300585,0.0015544663183391094,,ok,
gnies,2,3,300,0.0,0.0,17,19,1.0712664830498397,0.0009396243840456009,,ok,
mip_profiled,3,3,0.001,0.5277777777777778,0.9428571428571428,40,5,1551.5344172348268,0.004694701172411442,8.108637334577213e-05,ok,
mip_profiled,3,3,0.0025,0.46774193548387094,0.9142857142857143,32,5,211.96033584978431,0.004610024392604828,2.6860958736388067e-05,ok,
mip_profiled,3,3,0.005,0.36538461538461536,0.9142857142857143,22,5,153.14476992795244,0.0045424411073327065,5.4085573183704874e-05,ok,
mip_profiled,3,3,0.01,0.175,0.9142857142857143,10,3,77.6155034378171,0.004259037785232067,0.0,ok,
mip_profiled,3,3,0.02,0.0,0.9714285714285714,1,3,50.97666320716962,0.004258376080542803,2.111527999484635e-10,ok,
mip_profiled,3,3,0.04,0.0,0.9714285714285714,1,1,38.66998226009309,0.0041159410029649734,0.0,ok,
mip_profiled,3,3,0.08,0.029411764705882353,0.9428571428571428,3,7,27.47071175603196,0.004027414135634899,1.25014344739319e-05,ok,
mip_profiled,3,3,0.1,0.029411764705882353,0.9428571428571428,3,9,27.385503066238016,0.004039119929075241,0.0,ok,
mip_profiled,3,3,0.16,0.06060606060606061,0.9142857142857143,5,11,27.181741076055914,0.00428911903873086,0.0,ok,
mip_profiled,3,3,0.32,0.11764705882352941,0.4285714285714286,22,17,27.05686655221507,0.0038000252097845078,0.0,ok,
