method,graph,trial,penalty,fdp,tdp,d_cpdag,union_target_error,fit_seconds,metric_seconds,mip_gap,status,error
mip_profiled,1,1,0.001,0.14285714285714285,0.7142857142857143,3,1,0.2410379471257329,0.0008964943699538708,0.0,ok,
mip_profiled,1,1,0.0025,0.14285714285714285,0.7142857142857143,3,1,0.17708234582096338,0.0007959920912981033,0.0,ok,
mip_profiled,1,1,0.005,0.14285714285714285,0.7142857142857143,3,1,0.17817814322188497,0.0008302121423184872,0.0,ok,
mip_profiled,1,1,0.01,0.14285714285714285,0.7142857142857143,3,1,0.17428529215976596,0.000800606794655323,0.0,ok,
mip_profiled,1,1,0.02,0.14285714285714285,0.7142857142857143,3,1,0.1738903447985649,0.0007917792536318302,0.0,ok,
mip_profiled,1,1,0.04,0.14285714285714285,0.7142857142857143,3,1,0.1720414012670517,0.000802870374172926,0.0,ok,
mip_profiled,1,1,0.08,0.14285714285714285,0.7142857142857143,3,1,0.1686937208287418,0.0007977229543030262,0.0,ok,
mip_profiled,1,1,0.1,0.2,0.4285714285714286,5,0,0.1655152291059494,0.0007670829072594643,0.0,ok,
mip_profiled,1,1,0.16,0.2,0.5714285714285714,4,0,0.1656321259215474,0.0008027581498026848,0.0,ok,
mip_profiled,1,1,0.32,0.5,0.2857142857142857,7,2,0.16282599698752165,0.0007839999161660671,0.0,ok,
mip_profiled,1,1,0.64,1.0,0.1428571428571429,8,5,0.1616579699330032,0.000731258187443018,0.0,ok,
mip_profiled,1,1,1.28,0.0,0.0,8,8,0.1596810189075768,0.0006309407763183117,0.0,ok,
gnies,1,1,0.005,0.9,0.4285714285714286,41,7,6.323769335169345,0.0013004341162741184,,ok,
gnies,1,1,0.01,0.9166666666666666,0.2857142857142857,39,7,5.701420580036938,0.0013105981051921844,,ok,
gnies,1,1,0.03,0.9090909090909091,0.2857142857142857,35,7,4.883852124214172,0.0009823869913816452,,ok,
gnies,1,1,0.1,0.8888888888888888,0.2857142857142857,30,7,3.9427194949239492,0.0012210658751428127,,ok,
gnies,1,1,0.3,0.8095238095238095,0.4285714285714286,22,7,3.2086761882528663,0.0009602829813957214,,ok,
gnies,1,1,1,0.6923076923076923,0.4285714285714286,13,5,2.7514473469927907,0.0008303197100758553,,ok,
gnies,1,1,3,0.5555555555555556,0.5714285714285714,9,7,1.3222527708858252,0.0008972529321908951,,ok,
gnies,1,1,6,0.14285714285714285,1.0,1,8,0.9480528552085161,0.0008695749565958977,,ok,
gnies,1,1,10,0.2857142857142857,0.7142857142857143,4,8,0.8457553428597748,0.0008034589700400829,,ok,
gnies,1,1,30,0.4,0.5714285714285714,4,8,0.6157760149799287,0.0010640276595950127,,ok,
gnies,1,1,100,0.75,0.4285714285714286,6,8,0.5350883770734072,0.0009525557979941368,,ok,
gnies,1,1,300,0.0,0.0,8,8,0.14151876885443926,0.0006305030547082424,,ok,
mip_profiled,2,1,0.001,0.4230769230769231,0.8823529411764706,13,1,1.3695049961097538,0.0015022316947579384,0.0,ok,
mip_profiled,2,1,0.0025,0.375,0.8823529411764706,11,1,1.3042100961320102,0.0014680642634630203,0.0,ok,
mip_profiled,2,1,0.005,0.2,0.9411764705882353,5,1,1.307255370542407,0.0014006318524479866,0.0,ok,
mip_profiled,2,1,0.01,0.21052631578947367,0.8823529411764706,6,1,1.3058119742199779,0.0013985531404614449,0.0,ok,
mip_profiled,2,1,0.02,0.11764705882352941,0.8823529411764706,4,1,1.2677053268998861,0.0013736533001065254,0.0,ok,
mip_profiled,2,1,0.04,0.11764705882352941,0.8823529411764706,4,1,1.2304075956344604,0.0014119399711489677,0.0,ok,
mip_profiled,2,1,0.08,0.11764705882352941,0.8823529411764706,4,3,1.1967238821089268,0.0013650348410010338,4.525548419510915e-05,ok,
mip_profiled,2,1,0.1,0.11764705882352941,0.8823529411764706,4,3,1.180602332111448,0.0013692029751837254,0.0,ok,
mip_profiled,2,1,0.16,0.13333333333333333,0.7647058823529411,6,3,1.1772209452465177,0.0013493672013282776,0.0,ok,
mip_profiled,2,1,0.32,0.2857142857142857,0.2941176470588235,14,9,1.1656297338195145,0.0012513212859630585,0.0,ok,
mip_profiled,2,1,0.64,0.3333333333333333,0.11764705882352944,16,13,1.162744042929262,0.0011631189845502377,0.0,ok,
mip_profiled,2,1,1.28,0.0,0.0,17,18,1.1641191579401493,0.0010251500643789768,0.0,ok,
gnies,2,1,3,0.64,0.5294117647058824,28,16,25.99472542386502,0.0021265880204737186,,ok,
gnies,2,1,5,0.5714285714285714,0.5294117647058824,21,16,21.403944427147508,0.0017003496177494526,,ok,
gnies,2,1,7,0.35294117647058826,1.0,7,19,11.107007740996778,0.002814329694956541,,ok,
gnies,2,1,10,0.35294117647058826,1.0,7,19,10.571087938733399,0.002804658841341734,,ok,
gnies,2,1,15,0.35294117647058826,1.0,7,19,9.89385085226968,0.0029486538842320442,,ok,
gnies,2,1,20,0.35294117647058826,1.0,7,19,9.999147520866245,0.0027347253635525703,,ok,
gnies,2,1,30,0.35294117647058826,1.0,7,19,8.929570784792304,0.0027203401550650597,,ok,
gnies,2,1,50,0.3333333333333333,0.8823529411764706,8,19,7.455400335136801,0.0021684346720576286,,ok,
gnies,2,1,75,0.5454545454545454,0.6470588235294117,13,19,5.913037627004087,0.0028514270670711994,,ok,
gnies,2,1,100,0.7142857142857143,0.4117647058823529,15,19,4.183141133747995,0.001970189157873392,,ok,
gnies,2,1,200,0.6666666666666666,0.17647058823529416,17,19,2.551390481647104,0.0011607231572270393,,ok,
gnies,2,1,300,0.0,0.0,17,19,1.0539572020061314,0.0009378669783473015,,ok,
mip_profiled,3,1,0.001,0.5625,0.9714285714285714,47,5,158.48799474118277,0.004831330850720406,7.621437564942574e-05,ok,
mip_profiled,3,1,0.0025,0.4852941176470588,0.9714285714285714,35,5,91.9570600152947,0.0046744090504944324,8.79900332976132e-10,ok,
mip_profiled,3,1,0.005,0.39655172413793105,0.9714285714285714,24,5,98.18067765515298,0.004578361287713051,5.731480442769773e-05,ok,
mip_profiled,3,1,0.01,0.17073170731707318,0.9428571428571428,9,5,50.08656047284603,0.004237852059304714,2.150910656802007e-08,ok,
mip_profiled,3,1,0.02,0.02857142857142857,0.9428571428571428,3,4,42.04742783214897,0.003951068967580795,2.634632934551622e-09,ok,
mip_profiled,3,1,0.04,0.029411764705882353,0.9142857142857143,4,3,27.02965396689251,0.004211327992379665,0.0,ok,
mip_profiled,3,1,0.08,0.029411764705882353,0.9142857142857143,4,3,24.814037672709674,0.003907979000359774,0.0,ok,
mip_profiled,3,1,0.1,0.029411764705882353,0.9428571428571428,3,4,24.83717318298295,0.004158549942076206,7.437789667631128e-05,ok,
mip_profiled,3,1,0.16,0.08823529411764706,0.9142857142857143,6,9,24.546874900348485,0.004046193789690733,0.0,ok,
mip_profiled,3,1,0.32,0.15,0.48571428571428577,21,16,24.44497620407492,0.003789528738707304,0.0,ok,
mip_profiled,3,1,0.64,0.25,0.08571428571428574,34,29,24.461719630286098,0.003624415025115013,3.452134206369734e-05,ok,
mip_profiled,3,1,1.28,0.0,0.0,36,37,24.382796263322234,0.0031256088986992836,0.0,ok,
gnies,3,1,10,0.4722222222222222,0.7428571428571429,30,39,292.1637579719536,0.11689585912972689,,ok,
gnies,3,1,20,0.3235294117647059,0.9142857142857143,16,40,210.71950191725045,0.07563402596861124,,ok,
gnies,3,1,30,0.3235294117647059,0.9142857142857143,16,40,203.8634603950195,0.07514519523829222,,ok,
gnies,3,1,40,0.3235294117647059,0.9142857142857143,16,40,200.31978869996965,0.0751333199441433,,ok,
gnies,3,1,60,0.34375,0.8857142857142857,17,40,180.0479450901039,0.2566848383285105,,ok,
gnies,3,1,80,0.37037037037037035,0.7428571428571429,21,40,144.825046248734,0.0646423902362585,,ok,
gnies,3,1,120,0.45,0.5428571428571429,24,40,112.33949101623148,0.032697645016014576,,ok,
gnies,3,1,160,0.5714285714285714,0.37142857142857144,30,40,82.61845615319908,0.017903181724250317,,ok,
gnies,3,1,240,0.75,0.19999999999999996,36,40,53.91135824704543,0.004647464025765657,,ok,
gnies,3,1,320,1.0,0.02857142857142858,36,40,25.976381722837687,0.0034893262200057507,,ok,
gnies,3,1,480,0.0,0.0,36,40,11.69212023820728,0.0031193289905786514,,ok,
gnies,3,1,640,0.0,0.0,36,40,8.552331451326609,0.0032340739853680134,,ok,
