method,graph,trial,penalty,fdp,tdp,d_cpdag,union_target_error,fit_seconds,metric_seconds,mip_gap,status,error
utigsp,1,4,0.001,0.14285714285714285,0.8571428571428572,2,6,0.0958679891191423,0.0007975511252880096,,ok,
utigsp,1,4,0.01,0.5555555555555556,0.5714285714285714,8,4,0.08986531617119908,0.0007698065601289272,,ok,
utigsp,1,4,0.1,0.4166666666666667,0.8571428571428572,6,2,0.13293613120913506,0.0008988389745354652,,ok,
utigsp,1,4,0.2,0.7222222222222222,0.5714285714285714,16,3,0.13804011093452573,0.0011333981528878212,,ok,
utigsp,1,4,1e-05,0.5,0.5714285714285714,4,8,0.08172282809391618,0.0009009581990540028,,ok,
utigsp,1,4,1e-07,0.4,0.5714285714285714,4,8,0.08173129707574844,0.0010744640603661537,,ok,
utigsp,1,4,1e-09,0.6,0.4285714285714286,6,8,0.0745327090844512,0.0010526180267333984,,ok,
utigsp,2,4,0.001,0.23529411764705882,0.9411764705882353,5,9,0.2792203929275274,0.0015312647446990013,,ok,
utigsp,2,4,0.01,0.36363636363636365,0.9411764705882353,9,7,0.47428322304040194,0.0015848730690777302,,ok,
utigsp,2,4,0.1,0.8392857142857143,0.5294117647058824,55,3,0.349970777053386,0.0017061079852283,,ok,
utigsp,2,4,0.2,0.8901098901098901,0.5882352941176471,88,1,0.46343977889046073,0.0020946329459547997,,ok,
utigsp,2,4,1e-05,0.4666666666666667,0.5882352941176471,14,12,0.2935860059224069,0.0016119391657412052,,ok,
utigsp,2,4,1e-07,0.5,0.7647058823529411,10,14,0.22632065415382385,0.004433189984411001,,ok,
utigsp,2,4,1e-09,0.7692307692307693,0.5882352941176471,16,17,0.17722722329199314,0.008436748757958412,,ok,
utigsp,3,4,0.001,0.17142857142857143,0.8571428571428572,11,7,2.7173951477743685,0.0044328561052680016,,ok,
utigsp,3,4,0.01,0.5932203389830508,0.6571428571428571,47,6,1.4876202451996505,0.004606497008353472,,ok,
utigsp,3,4,0.1,0.9498207885304659,0.37142857142857144,287,9,1.155750643927604,0.00662007974460721,,ok,
utigsp,3,4,0.2,0.9786407766990292,0.2857142857142857,529,10,2.6256412900984287,0.009443260729312897,,ok,
utigsp,3,4,1e-05,0.22857142857142856,0.8,15,10,2.0812434628605843,0.004164487589150667,,ok,
utigsp,3,4,1e-07,0.4166666666666667,0.6857142857142857,26,15,5.310033646877855,0.005038938019424677,,ok,
utigsp,3,4,1e-09,0.45454545454545453,0.6,29,16,3.823747592046857,0.004874967038631439,,ok,
