timestamp,config,counter,flag,intervention,red,green,blue,osr_c,v_c,current,pol_1,pol_2,osr_angle_1,osr_angle_2,v_angle_1,v_angle_2,angle_1,angle_2,ir_1,vis_1,ir_2,vis_2,ir_3,vis_3,l_11,l_12,l_21,l_22,l_31,l_32,diode_ir_1,diode_vis_1,diode_ir_2,diode_vis_2,diode_ir_3,diode_vis_3,t_ir_1,t_vis_1,t_ir_2,t_vis_2,t_ir_3,t_vis_3,camera,v_board,v_reg,aperture,iso,shutter_speed,image_file,image_timestamp,brightness_value
515508.484720383,camera,0.0,-9999.0,1.0,106.0,56.0,60.0,1.0,5.0,91.0,0.0,0.0,1.0,1.0,5.0,5.0,504.0,512.0,19213.0,4481.0,2880.0,612.0,927.0,213.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1023.0,698.0,1.8,500.0,0.005,1728554828.jpg,1728554828,-5.584375
515510.106364297,camera,1.0,-9999.0,1.0,90.0,74.0,75.0,1.0,5.0,86.0,0.0,0.0,1.0,1.0,5.0,5.0,504.0,512.0,20073.0,5820.0,3196.0,825.0,1025.0,265.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1023.0,790.0,1.8,500.0,0.005,1728554830.jpg,1728554830,0.06796875
515511.728561549,camera,2.0,-9999.0,1.0,86.0,49.0,52.0,1.0,5.0,83.0,0.0,0.0,1.0,1.0,5.0,5.0,504.0,512.0,17345.0,3795.0,2293.0,530.0,758.0,170.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1023.0,824.0,1.8,500.0,0.005,1728554831.jpg,1728554831,-0.25234375
515513.350220077,camera,3.0,-9999.0,1.0,116.0,63.0,65.0,1.0,5.0,96.0,0.0,0.0,1.0,1.0,5.0,5.0,504.0,512.0,21626.0,4843.0,3363.0,627.0,1155.0,260.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1023.0,836.0,1.8,500.0,0.005,1728554833.jpg,1728554833,-0.22109375
515514.972098359,camera,4.0,-9999.0,1.0,93.0,62.0,65.0,1.0,5.0,84.0,0.0,0.0,1.0,1.0,5.0,5.0,504.0,512.0,22509.0,5834.0,3334.0,780.0,827.0,191.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1022.0,840.0,1.8,500.0,0.005,1728554835.jpg,1728554835,0.0640625
515516.594154767,camera,5.0,-9999.0,1.0,93.0,59.0,62.0,1.0,5.0,86.0,0.0,0.0,1.0,1.0,5.0,5.0,504.0,512.0,20317.0,5297.0,2821.0,639.0,913.0,222.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1023.0,842.0,1.8,500.0,0.005,1728554836.jpg,1728554836,0.05625
515518.216347208,camera,6.0,-9999.0,1.0,83.0,70.0,71.0,1.0,5.0,91.0,0.0,0.0,1.0,1.0,5.0,5.0,504.0,512.0,20903.0,5291.0,2958.0,725.0,1072.0,254.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1023.0,843.0,1.8,500.0,0.005,1728554838.jpg,1728554838,0.15390625
515519.838062961,camera,7.0,-9999.0,1.0,66.0,76.0,78.0,1.0,5.0,88.0,0.0,0.0,1.0,1.0,5.0,5.0,504.0,512.0,16330.0,6117.0,2307.0,869.0,897.0,251.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1023.0,843.0,1.8,500.0,0.005,1728554840.jpg,1728554840,0.11875
515521.459875675,camera,8.0,-9999.0,1.0,108.0,73.0,77.0,1.0,5.0,89.0,0.0,0.0,1.0,1.0,5.0,5.0,503.0,512.0,25199.0,6191.0,2750.0,651.0,1098.0,286.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1023.0,842.0,1.8,500.0,0.005,1728554841.jpg,1728554841,0.37265625
515523.081803972,camera,9.0,-9999.0,1.0,39.0,73.0,73.0,1.0,5.0,81.0,0.0,0.0,1.0,1.0,5.0,5.0,504.0,512.0,12852.0,5177.0,1861.0,694.0,597.0,262.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1023.0,842.0,1.8,500.0,0.005,1728554843.jpg,1728554843,0.3375
