timestamp,config,counter,flag,intervention,red,green,blue,osr_c,v_c,current,pol_1,pol_2,osr_angle_1,osr_angle_2,v_angle_1,v_angle_2,angle_1,angle_2,ir_1,vis_1,ir_2,vis_2,ir_3,vis_3,l_11,l_12,l_21,l_22,l_31,l_32,diode_ir_1,diode_vis_1,diode_ir_2,diode_vis_2,diode_ir_3,diode_vis_3,t_ir_1,t_vis_1,t_ir_2,t_vis_2,t_ir_3,t_vis_3,camera,v_board,v_reg,aperture,iso,shutter_speed,image_file,image_timestamp,brightness_value
499270.312893987,camera,0.0,-9999.0,1.0,120.0,113.0,113.0,1.0,5.0,105.0,0.0,0.0,1.0,1.0,5.0,5.0,505.0,512.0,36015.0,9417.0,4993.0,1315.0,1459.0,380.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1023.0,700.0,1.8,500.0,0.005,1728538590.jpg,1728538590,-5.584375
499271.934860028,camera,1.0,-9999.0,1.0,117.0,107.0,109.0,1.0,5.0,99.0,0.0,0.0,1.0,1.0,5.0,5.0,505.0,513.0,31035.0,8549.0,4973.0,1430.0,1497.0,406.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1023.0,792.0,1.8,500.0,0.005,1728538592.jpg,1728538592,0.9546875
499273.557605001,camera,2.0,-9999.0,1.0,89.0,83.0,83.0,1.0,5.0,82.0,0.0,0.0,1.0,1.0,5.0,5.0,505.0,512.0,25195.0,7232.0,3648.0,890.0,981.0,244.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1023.0,827.0,1.8,500.0,0.005,1728538593.jpg,1728538593,0.93515625
499275.178904006,camera,3.0,-9999.0,1.0,128.0,109.0,105.0,1.0,5.0,100.0,0.0,0.0,1.0,1.0,5.0,5.0,505.0,513.0,32376.0,8357.0,5278.0,1322.0,1428.0,393.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1023.0,838.0,1.8,500.0,0.005,1728538595.jpg,1728538595,0.91953125
499276.800489587,camera,4.0,-9999.0,1.0,144.0,111.0,108.0,1.0,5.0,102.0,0.0,0.0,1.0,1.0,5.0,5.0,505.0,513.0,41057.0,9509.0,4898.0,1330.0,1471.0,377.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1023.0,843.0,1.8,500.0,0.005,1728538596.jpg,1728538596,0.93515625
499278.426916912,camera,5.0,-9999.0,1.0,111.0,104.0,101.0,1.0,5.0,98.0,0.0,0.0,1.0,1.0,5.0,5.0,505.0,512.0,30690.0,8386.0,4166.0,1228.0,1649.0,357.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1023.0,844.0,1.8,500.0,0.005,1728538598.jpg,1728538598,0.99765625
499280.052916057,camera,6.0,-9999.0,1.0,154.0,129.0,129.0,1.0,5.0,106.0,0.0,0.0,1.0,1.0,5.0,5.0,505.0,513.0,42456.0,10850.0,5849.0,1768.0,1624.0,433.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1023.0,845.0,1.8,500.0,0.005,1728538600.jpg,1728538600,1.24765625
499281.674632739,camera,7.0,-9999.0,1.0,88.0,97.0,100.0,1.0,5.0,89.0,0.0,0.0,1.0,1.0,5.0,5.0,505.0,512.0,22164.0,7049.0,4072.0,1149.0,1153.0,268.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1023.0,846.0,1.8,500.0,0.005,1728538601.jpg,1728538601,1.24765625
499283.297089556,camera,8.0,-9999.0,1.0,109.0,98.0,97.0,1.0,5.0,94.0,0.0,0.0,1.0,1.0,5.0,5.0,505.0,513.0,27277.0,7101.0,3995.0,1282.0,1223.0,358.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1023.0,846.0,1.8,500.0,0.005,1728538603.jpg,1728538603,0.7203125
499284.922741044,camera,9.0,-9999.0,1.0,84.0,80.0,80.0,1.0,5.0,89.0,0.0,0.0,1.0,1.0,5.0,5.0,505.0,512.0,24170.0,5960.0,3193.0,844.0,852.0,267.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1023.0,845.0,1.8,500.0,0.005,1728538605.jpg,1728538605,0.7515625
