timestamp,config,counter,flag,intervention,red,green,blue,osr_c,v_c,current,pol_1,pol_2,osr_angle_1,osr_angle_2,v_angle_1,v_angle_2,angle_1,angle_2,ir_1,vis_1,ir_2,vis_2,ir_3,vis_3,l_11,l_12,l_21,l_22,l_31,l_32,diode_ir_1,diode_vis_1,diode_ir_2,diode_vis_2,diode_ir_3,diode_vis_3,t_ir_1,t_vis_1,t_ir_2,t_vis_2,t_ir_3,t_vis_3,camera,v_board,v_reg,aperture,iso,shutter_speed,image_file,image_timestamp,brightness_value
682765.145868076,camera,0.0,-9999.0,1.0,115.0,155.0,222.0,1.0,5.0,128.0,0.0,0.0,1.0,1.0,5.0,5.0,505.0,510.0,44558.0,15091.0,5873.0,2284.0,1811.0,665.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1023.0,699.0,1.8,500.0,0.005,1728722080.jpg,1728722080,-5.584375
682766.767513044,camera,1.0,-9999.0,1.0,105.0,82.0,70.0,1.0,5.0,90.0,0.0,0.0,1.0,1.0,5.0,5.0,505.0,511.0,25897.0,5985.0,4304.0,1020.0,1239.0,281.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1023.0,791.0,1.8,500.0,0.005,1728722081.jpg,1728722081,0.3375
682768.38921801,camera,2.0,-9999.0,1.0,43.0,70.0,66.0,1.0,5.0,85.0,0.0,0.0,1.0,1.0,5.0,5.0,505.0,511.0,14321.0,4100.0,1926.0,688.0,546.0,192.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1023.0,825.0,1.8,500.0,0.005,1728722083.jpg,1728722083,0.35703125
682770.011095791,camera,3.0,-9999.0,1.0,107.0,110.0,116.0,1.0,5.0,92.0,0.0,0.0,1.0,1.0,5.0,5.0,505.0,510.0,34586.0,10555.0,4243.0,1211.0,1540.0,432.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1023.0,836.0,1.8,500.0,0.005,1728722085.jpg,1728722085,0.86484375
682771.633125297,camera,4.0,-9999.0,1.0,33.0,42.0,48.0,1.0,5.0,78.0,0.0,0.0,1.0,1.0,5.0,5.0,505.0,511.0,7561.0,2403.0,1082.0,363.0,408.0,127.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1023.0,841.0,1.8,500.0,0.005,1728722086.jpg,1728722086,0.87265625
682773.254864093,camera,5.0,-9999.0,1.0,60.0,88.0,113.0,1.0,5.0,86.0,0.0,0.0,1.0,1.0,5.0,5.0,505.0,511.0,20447.0,8555.0,3514.0,1109.0,970.0,286.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1023.0,842.0,1.8,500.0,0.005,1728722088.jpg,1728722088,0.66953125
682774.876533918,camera,6.0,-9999.0,1.0,68.0,77.0,62.0,1.0,5.0,88.0,0.0,0.0,1.0,1.0,5.0,5.0,505.0,511.0,16854.0,4121.0,2757.0,695.0,758.0,190.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1023.0,843.0,1.8,500.0,0.005,1728722090.jpg,1728722090,0.665625
682776.499390095,camera,7.0,-9999.0,1.0,159.0,108.0,83.0,1.0,5.0,109.0,0.0,0.0,1.0,1.0,5.0,5.0,505.0,511.0,38048.0,8296.0,5123.0,1156.0,1681.0,375.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1023.0,843.0,1.8,500.0,0.005,1728722091.jpg,1728722091,0.06796875
682778.120274784,camera,8.0,-9999.0,1.0,77.0,73.0,77.0,1.0,5.0,85.0,0.0,0.0,1.0,1.0,5.0,5.0,504.0,510.0,17292.0,4836.0,2586.0,698.0,797.0,204.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1023.0,843.0,1.8,500.0,0.005,1728722093.jpg,1728722093,0.3453125
682779.741930829,camera,9.0,-9999.0,1.0,141.0,94.0,36.0,1.0,5.0,92.0,0.0,0.0,1.0,1.0,5.0,5.0,505.0,511.0,29459.0,5808.0,4660.0,804.0,1263.0,249.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1023.0,844.0,1.8,500.0,0.005,1728722094.jpg,1728722094,0.17734375
