timestamp,config,counter,flag,intervention,red,green,blue,osr_c,v_c,current,pol_1,pol_2,osr_angle_1,osr_angle_2,v_angle_1,v_angle_2,angle_1,angle_2,ir_1,vis_1,ir_2,vis_2,ir_3,vis_3,l_11,l_12,l_21,l_22,l_31,l_32,diode_ir_1,diode_vis_1,diode_ir_2,diode_vis_2,diode_ir_3,diode_vis_3,t_ir_1,t_vis_1,t_ir_2,t_vis_2,t_ir_3,t_vis_3,camera,v_board,v_reg,aperture,iso,shutter_speed,image_file,image_timestamp,brightness_value
699004.702566435,camera,0.0,-9999.0,1.0,122.0,105.0,90.0,1.0,5.0,101.0,0.0,0.0,1.0,1.0,5.0,5.0,503.0,510.0,30391.0,7723.0,4545.0,1075.0,1318.0,285.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1023.0,699.0,1.8,500.0,0.005,1728738320.jpg,1728738320,1.37265625
699006.325159274,camera,1.0,-9999.0,1.0,152.0,120.0,87.0,1.0,5.0,94.0,0.0,0.0,1.0,1.0,5.0,5.0,504.0,510.0,39841.0,8923.0,4885.0,1163.0,1497.0,324.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1023.0,791.0,1.8,500.0,0.005,1728738321.jpg,1728738321,0.81015625
699007.946395598,camera,2.0,-9999.0,1.0,108.0,77.0,60.0,1.0,5.0,86.0,0.0,0.0,1.0,1.0,5.0,5.0,504.0,510.0,24385.0,5751.0,3283.0,772.0,1166.0,247.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1023.0,824.0,1.8,500.0,0.005,1728738323.jpg,1728738323,0.2046875
699009.568462691,camera,3.0,-9999.0,1.0,124.0,89.0,94.0,1.0,5.0,111.0,0.0,0.0,1.0,1.0,5.0,5.0,504.0,510.0,29649.0,8723.0,3881.0,1055.0,1079.0,305.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1023.0,836.0,1.8,500.0,0.005,1728738325.jpg,1728738325,0.1578125
699011.190235873,camera,4.0,-9999.0,1.0,173.0,95.0,67.0,1.0,5.0,99.0,0.0,0.0,1.0,1.0,5.0,5.0,504.0,510.0,34924.0,7140.0,4609.0,932.0,1554.0,313.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1023.0,840.0,1.8,500.0,0.005,1728738326.jpg,1728738326,0.73203125
699012.812097293,camera,5.0,-9999.0,1.0,138.0,127.0,158.0,1.0,5.0,112.0,0.0,0.0,1.0,1.0,5.0,5.0,504.0,510.0,38755.0,12337.0,5446.0,1494.0,1781.0,520.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1023.0,841.0,1.8,500.0,0.005,1728738328.jpg,1728738328,0.728125
699014.434652535,camera,6.0,-9999.0,1.0,79.0,83.0,61.0,1.0,5.0,84.0,0.0,0.0,1.0,1.0,5.0,5.0,503.0,511.0,20727.0,5353.0,2727.0,677.0,948.0,211.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1023.0,842.0,1.8,500.0,0.005,1728738330.jpg,1728738330,0.09140625
699016.056995848,camera,7.0,-9999.0,1.0,101.0,76.0,97.0,1.0,5.0,87.0,0.0,0.0,1.0,1.0,5.0,5.0,504.0,510.0,25944.0,6239.0,3554.0,987.0,1145.0,306.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1023.0,842.0,1.8,500.0,0.005,1728738331.jpg,1728738331,0.15
699017.677698063,camera,8.0,-9999.0,1.0,132.0,93.0,51.0,1.0,5.0,90.0,0.0,0.0,1.0,1.0,5.0,5.0,503.0,510.0,27387.0,5638.0,3754.0,811.0,1190.0,235.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1023.0,842.0,1.8,500.0,0.005,1728738333.jpg,1728738333,0.7203125
699019.299497097,camera,9.0,-9999.0,1.0,191.0,102.0,58.0,1.0,5.0,103.0,0.0,0.0,1.0,1.0,5.0,5.0,504.0,509.0,39104.0,7239.0,5180.0,973.0,1706.0,298.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1023.0,842.0,1.8,500.0,0.005,1728738334.jpg,1728738334,0.3375
699020.921635772,camera,10.0,-9999.0,1.0,139.0,119.0,151.0,1.0,5.0,108.0,0.0,0.0,1.0,1.0,5.0,5.0,504.0,510.0,36144.0,10203.0,5380.0,1548.0,1724.0,478.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1023.0,843.0,1.8,500.0,0.005,1728738336.jpg,1728738336,0.63046875
