timestamp,config,counter,flag,intervention,red,green,blue,osr_c,v_c,current,pol_1,pol_2,osr_angle_1,osr_angle_2,v_angle_1,v_angle_2,angle_1,angle_2,ir_1,vis_1,ir_2,vis_2,ir_3,vis_3,l_11,l_12,l_21,l_22,l_31,l_32,diode_ir_1,diode_vis_1,diode_ir_2,diode_vis_2,diode_ir_3,diode_vis_3,t_ir_1,t_vis_1,t_ir_2,t_vis_2,t_ir_3,t_vis_3,camera,v_board,v_reg,aperture,iso,shutter_speed,image_file,image_timestamp,brightness_value
773200.284537255,camera,0.0,-9999.0,1.0,76.0,80.0,115.0,1.0,5.0,90.0,0.0,0.0,1.0,1.0,5.0,5.0,508.0,514.0,24726.0,8162.0,3154.0,885.0,1132.0,358.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1023.0,699.0,1.8,500.0,0.005,1728812516.jpg,1728812516,1.39609375
773201.906438945,camera,1.0,-9999.0,1.0,91.0,107.0,124.0,1.0,5.0,102.0,0.0,0.0,1.0,1.0,5.0,5.0,509.0,514.0,28977.0,8840.0,4041.0,1324.0,1326.0,405.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1023.0,790.0,1.8,500.0,0.005,1728812517.jpg,1728812517,0.8765625
773203.528122552,camera,2.0,-9999.0,1.0,124.0,94.0,91.0,1.0,5.0,108.0,0.0,0.0,1.0,1.0,5.0,5.0,509.0,514.0,31843.0,7410.0,5001.0,1222.0,1398.0,307.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1023.0,822.0,1.8,500.0,0.005,1728812519.jpg,1728812519,0.7203125
773205.150138254,camera,3.0,-9999.0,1.0,101.0,121.0,135.0,1.0,5.0,94.0,0.0,0.0,1.0,1.0,5.0,5.0,508.0,514.0,34870.0,9710.0,5239.0,1328.0,1546.0,415.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1023.0,834.0,1.8,500.0,0.005,1728812521.jpg,1728812521,0.71640625
773206.772109474,camera,4.0,-9999.0,1.0,86.0,86.0,75.0,1.0,5.0,89.0,0.0,0.0,1.0,1.0,5.0,5.0,509.0,514.0,24491.0,6762.0,3588.0,878.0,985.0,248.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1023.0,838.0,1.8,500.0,0.005,1728812522.jpg,1728812522,0.353125
773208.39478318,camera,5.0,-9999.0,1.0,84.0,89.0,70.0,1.0,5.0,87.0,0.0,0.0,1.0,1.0,5.0,5.0,509.0,514.0,18861.0,4961.0,3350.0,795.0,1048.0,231.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1023.0,840.0,1.8,500.0,0.005,1728812524.jpg,1728812524,0.3609375
773210.016074958,camera,6.0,-9999.0,1.0,123.0,117.0,165.0,1.0,5.0,97.0,0.0,0.0,1.0,1.0,5.0,5.0,509.0,514.0,36659.0,10988.0,5611.0,1586.0,1456.0,474.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1023.0,840.0,1.8,500.0,0.005,1728812525.jpg,1728812525,1.45859375
773211.637915425,camera,7.0,-9999.0,1.0,67.0,65.0,93.0,1.0,5.0,96.0,0.0,0.0,1.0,1.0,5.0,5.0,508.0,514.0,21594.0,5822.0,2935.0,862.0,921.0,280.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1023.0,840.0,1.8,500.0,0.005,1728812527.jpg,1728812527,0.37265625
773213.259924848,camera,8.0,-9999.0,1.0,111.0,127.0,176.0,1.0,5.0,106.0,0.0,0.0,1.0,1.0,5.0,5.0,508.0,514.0,36071.0,12112.0,5515.0,1820.0,1877.0,523.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1023.0,842.0,1.8,500.0,0.005,1728812529.jpg,1728812529,0.37265625
773214.881869344,camera,9.0,-9999.0,1.0,115.0,122.0,134.0,1.0,5.0,102.0,0.0,0.0,1.0,1.0,5.0,5.0,509.0,514.0,34725.0,8754.0,5131.0,1428.0,1835.0,452.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1023.0,841.0,1.8,500.0,0.005,1728812530.jpg,1728812530,1.1109375
773216.503711608,camera,10.0,-9999.0,1.0,78.0,104.0,116.0,1.0,5.0,94.0,0.0,0.0,1.0,1.0,5.0,5.0,509.0,514.0,26350.0,8049.0,3626.0,1104.0,1275.0,313.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1023.0,840.0,1.8,500.0,0.005,1728812532.jpg,1728812532,1.13828125
