method,graph,trial,penalty,fdp,tdp,d_cpdag,union_target_error,fit_seconds,metric_seconds,mip_gap,status,error
mip_profiled,1,4,0.001,0.5,0.4285714285714286,8,1,0.257972642313689,0.0008676261641085148,0.0,ok,
mip_profiled,1,4,0.0025,0.5,0.4285714285714286,8,1,0.1793444319628179,0.0007755160331726074,0.0,ok,
mip_profiled,1,4,0.005,0.5,0.4285714285714286,8,1,0.17483881395310163,0.0007871771231293678,0.0,ok,
mip_profiled,1,4,0.01,0.0,0.8571428571428572,1,1,0.1748126046732068,0.0007676840759813786,0.0,ok,
mip_profiled,1,4,0.02,0.0,1.0,0,0,0.17575700813904405,0.0007978938519954681,0.0,ok,
mip_profiled,1,4,0.04,0.0,1.0,0,0,0.17509045219048858,0.0008279220201075077,0.0,ok,
mip_profiled,1,4,0.08,0.2,0.5714285714285714,4,2,0.166582350153476,0.0007596979849040508,0.0,ok,
mip_profiled,1,4,0.1,0.2,0.5714285714285714,4,2,0.17124836891889572,0.0007838471792638302,0.0,ok,
mip_profiled,1,4,0.16,0.2,0.5714285714285714,4,2,0.16775441775098443,0.0007691471837460995,0.0,ok,
mip_profiled,1,4,0.32,0.5,0.2857142857142857,7,2,0.16578272031620145,0.0007643140852451324,0.0,ok,
gnies,1,4,0.005,0.8974358974358975,0.4285714285714286,39,2,21.78957002889365,0.0012340839020907879,,ok,
gnies,1,4,0.01,0.8947368421052632,0.4285714285714286,38,2,21.051475265994668,0.0012255278415977955,,ok,
gnies,1,4,0.03,0.8529411764705882,0.5714285714285714,32,2,18.359859668184072,0.001210882794111967,,ok,
gnies,1,4,0.1,0.8275862068965517,0.5714285714285714,27,2,14.655290492810309,0.0009602271020412445,,ok,
gnies,1,4,0.3,0.7368421052631579,0.5714285714285714,17,4,4.500309012364596,0.0008635139092803001,,ok,
gnies,1,4,1,0.6923076923076923,0.4285714285714286,14,6,2.4621789259836078,0.0008524511940777302,,ok,
gnies,1,4,3,0.5,0.5714285714285714,8,7,1.3108260589651763,0.0008425097912549973,,ok,
gnies,1,4,6,0.2857142857142857,0.7142857142857143,4,8,0.8519309852272272,0.0007800688035786152,,ok,
gnies,1,4,10,0.16666666666666666,0.7142857142857143,3,8,0.8264333750121295,0.0007775737904012203,,ok,
gnies,1,4,30,0.4,0.5714285714285714,4,8,0.6332884817384183,0.0008155470713973045,,ok,
mip_profiled,2,4,0.001,0.4827586206896552,0.8823529411764706,16,1,3.767354995943606,0.0017102737911045551,0.0,ok,
mip_profiled,2,4,0.0025,0.4,0.8823529411764706,12,1,3.122780216857791,0.0014216885901987553,0.0,ok,
mip_profiled,2,4,0.005,0.3333333333333333,0.8235294117647058,10,2,2.615957676898688,0.0013875882141292095,0.0,ok,
