method,graph,trial,penalty,fdp,tdp,d_cpdag,union_target_error,fit_seconds,metric_seconds,mip_gap,status,error
mip_profiled,1,2,0.001,0.2222222222222222,0.8571428571428572,3,1,0.3133789850398898,0.0008328012190759182,0.0,ok,
mip_profiled,1,2,0.0025,0.25,0.7142857142857143,4,1,0.2404627101495862,0.0007708151824772358,0.0,ok,
mip_profiled,1,2,0.005,0.25,0.7142857142857143,4,1,0.23326831310987473,0.0007471921853721142,9.509753801214404e-08,ok,
mip_profiled,1,2,0.01,0.125,0.8571428571428572,2,1,0.23375371703878045,0.0007534977048635483,2.587960192143442e-06,ok,
mip_profiled,1,2,0.02,0.0,0.8571428571428572,1,1,0.23696118034422398,0.0007378379814326763,0.0,ok,
mip_profiled,1,2,0.04,0.0,0.8571428571428572,1,1,0.23689183220267296,0.00073288194835186,0.0,ok,
mip_profiled,1,2,0.08,0.0,0.8571428571428572,1,1,0.22673602821305394,0.0007215780206024647,0.0,ok,
mip_profiled,1,2,0.1,0.0,0.8571428571428572,1,2,0.22361918399110436,0.0007315259426832199,0.0,ok,
mip_profiled,1,2,0.16,0.2,0.5714285714285714,4,1,0.22177833365276456,0.0007380419410765171,0.0,ok,
mip_profiled,1,2,0.32,0.3333333333333333,0.1428571428571429,7,3,0.2195613239891827,0.0006768591701984406,0.0,ok,
gnies,1,2,0.005,0.9047619047619048,0.4285714285714286,42,2,27.58265472203493,0.0012644445523619652,,ok,
gnies,1,2,0.01,0.9047619047619048,0.4285714285714286,42,2,24.23369309399277,0.0012905951589345932,,ok,
gnies,1,2,0.03,0.9,0.4285714285714286,40,2,20.0698960297741,0.00122127216309309,,ok,
gnies,1,2,0.1,0.875,0.4285714285714286,32,2,14.89693395094946,0.0009549511596560478,,ok,
gnies,1,2,0.3,0.84,0.4285714285714286,25,2,9.879030254203826,0.001136826816946268,,ok,
gnies,1,2,1,0.7142857142857143,0.4285714285714286,14,7,3.7567619429901242,0.0007742810994386673,,ok,
gnies,1,2,3,0.25,1.0,3,8,1.1326567521318793,0.0008485438302159309,,ok,
gnies,1,2,6,0.25,1.0,3,8,1.1322618150152266,0.0008440357632935047,,ok,
gnies,1,2,10,0.2857142857142857,0.7142857142857143,4,8,0.8765908470377326,0.0007327483035624027,,ok,
gnies,1,2,30,0.4,0.5714285714285714,4,8,0.6156531162559986,0.0007800906896591187,,ok,
mip_profiled,2,2,0.001,0.4827586206896552,0.8823529411764706,16,3,4.203937667887658,0.0015072859823703766,0.0,ok,
mip_profiled,2,2,0.0025,0.4444444444444444,0.8823529411764706,14,3,4.241662066895515,0.001661796122789383,0.0,ok,
mip_profiled,2,2,0.005,0.375,0.8823529411764706,11,3,3.44959131302312,0.001398076768964529,0.0,ok,
mip_profiled,2,2,0.01,0.21052631578947367,0.8823529411764706,6,3,3.24038393702358,0.0013621281832456589,0.0,ok,
mip_profiled,2,2,0.02,0.11764705882352941,0.8823529411764706,4,3,3.1428687791340053,0.0013432390987873077,0.0,ok,
mip_profiled,2,2,0.04,0.17647058823529413,0.8235294117647058,6,3,3.1210244400426745,0.0013350192457437515,0.0,ok,
mip_profiled,2,2,0.08,0.17647058823529413,0.8823529411764706,5,5,3.048486823681742,0.0013628210872411728,2.673421025037628e-05,ok,
mip_profiled,2,2,0.1,0.17647058823529413,0.8823529411764706,5,6,3.027958664111793,0.0013572550378739834,0.0,ok,
mip_profiled,2,2,0.16,0.2,0.8235294117647058,6,5,3.0222554369829595,0.0013981424272060394,0.0,ok,
mip_profiled,2,2,0.32,0.0,0.47058823529411764,9,7,2.9982182206586003,0.0014375271275639534,0.0,ok,
mip_profiled,2,2,0.64,0.0,0.17647058823529416,14,13,3.0076805809512734,0.0011318898759782314,0.0,ok,
gnies,2,2,3,0.625,0.5294117647058824,26,14,32.748777663800865,0.0018537030555307865,,ok,
gnies,2,2,5,0.5714285714285714,0.5294117647058824,20,15,24.63471986213699,0.0013706670142710209,,ok,
gnies,2,2,7,0.35294117647058826,1.0,7,19,11.211652939207852,0.0027793929912149906,,ok,
gnies,2,2,10,0.35294117647058826,1.0,7,19,11.239996266085654,0.0029160878621041775,,ok,
gnies,2,2,15,0.35294117647058826,1.0,7,19,10.221886447630823,0.0027907448820769787,,ok,
gnies,2,2,20,0.35294117647058826,1.0,7,19,10.239974251016974,0.0027701808139681816,,ok,
gnies,2,2,30,0.375,0.9411764705882353,8,19,9.342882182914764,0.0026978841051459312,,ok,
gnies,2,2,50,0.4,0.8823529411764706,9,19,7.622229074127972,0.0028620008379220963,,ok,
gnies,2,2,75,0.6,0.5882352941176471,15,19,5.667817435692996,0.0036883950233459473,,ok,
gnies,2,2,100,0.75,0.47058823529411764,15,19,4.678332979325205,0.0026453640311956406,,ok,
gnies,2,2,200,0.8,0.2941176470588235,17,19,3.4610386630520225,0.0016337279230356216,,ok,
mip_profiled,3,2,0.001,0.5975609756097561,0.9142857142857143,52,5,3659.1759293964133,0.004673168994486332,0.00333401283446908,ok_with_gap,
mip_profiled,3,2,0.0025,0.5285714285714286,0.9142857142857143,40,5,3658.9165010666475,0.004875389859080315,0.0030777636167666437,ok_with_gap,
mip_profiled,3,2,0.005,0.45901639344262296,0.9142857142857143,31,5,1917.1618046793155,0.0045086839236319065,9.314474379454267e-05,ok,
mip_profiled,3,2,0.01,0.07894736842105263,0.9714285714285714,4,3,281.569652996026,0.004198679234832525,9.357439851817499e-06,ok,
mip_profiled,3,2,0.02,0.0,0.9714285714285714,1,2,132.1016469686292,0.004162571858614683,0.0,ok,
mip_profiled,3,2,0.04,0.0,0.9714285714285714,1,4,77.24857310391963,0.004181172698736191,5.05520816931834e-11,ok,
mip_profiled,3,2,0.08,0.0,0.9428571428571428,2,4,59.062327531166375,0.003936236258596182,0.0,ok,
mip_profiled,3,2,0.1,0.029411764705882353,0.9142857142857143,4,4,56.8668606178835,0.0041633183136582375,0.0,ok,
mip_profiled,3,2,0.16,0.09090909090909091,0.8857142857142857,7,10,56.369528620969504,0.004260808229446411,0.0,ok,
mip_profiled,3,2,0.32,0.3157894736842105,0.4285714285714286,26,16,56.21563545009121,0.004142315126955509,0.0,ok,
mip_profiled,3,2,0.64,0.2,0.11428571428571432,33,28,56.121792659163475,0.0036575379781425,0.0,ok,
gnies,3,2,10,0.4722222222222222,0.7428571428571429,30,39,301.7638821862638,0.11945880809798837,,ok,
gnies,3,2,20,0.3235294117647059,0.9142857142857143,16,40,212.251044949051,0.0759947239421308,,ok,
gnies,3,2,30,0.3235294117647059,0.9142857142857143,16,40,208.3378416239284,0.07635795278474689,,ok,
gnies,3,2,40,0.3333333333333333,0.8857142857142857,17,40,199.58438935736194,0.07491464586928487,,ok,
gnies,3,2,60,0.3125,0.8857142857142857,16,40,183.23751402972266,0.07252556784078479,,ok,
gnies,3,2,80,0.32142857142857145,0.7714285714285715,19,40,150.09203882934526,0.03284153901040554,,ok,
gnies,3,2,120,0.5,0.48571428571428577,26,40,106.54000686993822,0.029693021439015865,,ok,
gnies,3,2,160,0.5333333333333333,0.4,28,40,88.62822928838432,0.014285712968558073,,ok,
gnies,3,2,240,0.75,0.19999999999999996,36,40,57.67766784084961,0.004766201134771109,,ok,
gnies,3,2,320,1.0,0.08571428571428574,36,40,34.484827369917184,0.003682335838675499,,ok,
