method,graph,trial,penalty,fdp,tdp,d_cpdag,union_target_error,fit_seconds,metric_seconds,mip_gap,status,error
mip_profiled,1,8,0.001,0.6,0.4285714285714286,10,1,0.3626449299044907,0.0009189639240503311,0.0,ok,
mip_profiled,1,8,0.0025,0.6,0.4285714285714286,10,1,0.3230453860014677,0.0007813419215381145,0.0,ok,
mip_profiled,1,8,0.005,0.25,0.7142857142857143,4,1,0.30183414136990905,0.0007777111604809761,0.0,ok,
mip_profiled,1,8,0.01,0.14285714285714285,0.7142857142857143,3,1,0.290497035253793,0.0006903260946273804,0.0,ok,
mip_profiled,1,8,0.02,0.0,0.8571428571428572,1,1,0.2870660494081676,0.0008755330927670002,0.0,ok,
mip_profiled,1,8,0.04,0.0,0.8571428571428572,1,1,0.28179818019270897,0.0007153241895139217,0.0,ok,
mip_profiled,1,8,0.08,0.0,0.8571428571428572,1,0,0.274784775916487,0.000695742666721344,0.0,ok,
mip_profiled,1,8,0.1,0.0,1.0,0,0,0.2711943043395877,0.0007311650551855564,0.0,ok,
mip_profiled,1,8,0.16,0.2,0.4285714285714286,5,2,0.2680757059715688,0.000676196999847889,0.0,ok,
mip_profiled,1,8,0.32,0.3333333333333333,0.1428571428571429,7,3,0.2607988780364394,0.0006689396686851978,0.0,ok,
gnies,1,8,0.005,0.925,0.2857142857142857,42,2,27.519144748803228,0.0010609747841954231,,ok,
gnies,1,8,0.01,0.9230769230769231,0.2857142857142857,41,2,24.956965697929263,0.0010474901646375656,,ok,
gnies,1,8,0.03,0.9117647058823529,0.2857142857142857,36,2,19.938764724880457,0.0010512061417102814,,ok,
gnies,1,8,0.1,0.9032258064516129,0.2857142857142857,33,3,16.19699954520911,0.0010685520246624947,,ok,
gnies,1,8,0.3,0.8421052631578947,0.2857142857142857,21,3,9.343475736211985,0.0007395688444375992,,ok,
gnies,1,8,1,0.6,0.4285714285714286,10,5,2.8483654321171343,0.0006802738644182682,,ok,
gnies,1,8,3,0.5,0.5714285714285714,8,8,1.4285058085806668,0.0007175039499998093,,ok,
gnies,1,8,6,0.14285714285714285,1.0,1,8,0.8722794209606946,0.000768784899264574,,ok,
gnies,1,8,10,0.2857142857142857,0.7142857142857143,4,8,0.8250087383203208,0.0006649759598076344,,ok,
gnies,1,8,30,0.16666666666666666,0.7142857142857143,3,8,0.5139568182639778,0.000643058679997921,,ok,
mip_profiled,2,8,0.001,0.38461538461538464,0.9411764705882353,12,0,1.7466608728282154,0.001434807199984789,0.0,ok,
mip_profiled,2,8,0.0025,0.3333333333333333,0.9411764705882353,10,0,1.5851652082055807,0.001402309164404869,0.0,ok,
mip_profiled,2,8,0.005,0.1111111111111111,0.9411764705882353,3,0,1.4802770060487092,0.0013176933862268925,0.0,ok,
mip_profiled,2,8,0.01,0.058823529411764705,0.9411764705882353,2,0,1.479463764000684,0.0014776680618524551,0.0,ok,
mip_profiled,2,8,0.02,0.058823529411764705,0.9411764705882353,2,0,1.4782600942999125,0.0012854412198066711,0.0,ok,
mip_profiled,2,8,0.04,0.0,1.0,0,1,1.3953471947461367,0.0012763659469783306,0.0,ok,
mip_profiled,2,8,0.08,0.0,1.0,0,1,1.3594472352415323,0.001302054151892662,0.0,ok,
mip_profiled,2,8,0.1,0.058823529411764705,1.0,1,3,1.3116925870999694,0.0013437611050903797,7.211043532141288e-05,ok,
mip_profiled,2,8,0.16,0.0,0.7647058823529411,4,5,1.3131743939593434,0.001239107921719551,0.0,ok,
mip_profiled,2,8,0.32,0.0,0.47058823529411764,9,8,1.2993344669230282,0.0011039068922400475,0.0,ok,
mip_profiled,2,8,0.64,0.25,0.17647058823529416,15,13,1.2985557401552796,0.0010672751814126968,0.0,ok,
gnies,2,8,3,0.6538461538461539,0.5294117647058824,28,16,20.919847066979855,0.0014421958476305008,,ok,
gnies,2,8,5,0.6086956521739131,0.5294117647058824,25,16,18.7217301633209,0.0015453430823981762,,ok,
gnies,2,8,7,0.3888888888888889,1.0,8,19,9.254709209315479,0.0023427363485097885,,ok,
gnies,2,8,10,0.35294117647058826,1.0,7,19,8.382247508969158,0.0024680020287632942,,ok,
gnies,2,8,15,0.35294117647058826,1.0,7,19,7.975522303022444,0.002302948385477066,,ok,
gnies,2,8,20,0.35294117647058826,1.0,7,19,7.636483198031783,0.002435952890664339,,ok,
gnies,2,8,30,0.35294117647058826,1.0,7,19,6.996007686946541,0.0025642230175435543,,ok,
gnies,2,8,50,0.42857142857142855,0.8235294117647058,10,19,6.017737663816661,0.002162185963243246,,ok,
gnies,2,8,75,0.5454545454545454,0.6470588235294117,13,19,4.8662752360105515,0.0024892217479646206,,ok,
gnies,2,8,100,0.6666666666666666,0.5294117647058824,15,19,4.14770520105958,0.002347873989492655,,ok,
gnies,2,8,200,0.6666666666666666,0.17647058823529416,17,19,2.281146915163845,0.0010099271312355995,,ok,
mip_profiled,3,8,0.001,0.6511627906976745,0.8285714285714285,62,6,3633.970009236131,0.003967796918004751,0.0005822401533011006,ok_with_gap,
mip_profiled,3,8,0.0025,0.5972222222222222,0.8,50,6,324.9991395547986,0.003815443255007267,3.959582765184777e-05,ok,
mip_profiled,3,8,0.005,0.4827586206896552,0.8285714285714285,34,6,168.7252503540367,0.0036659748293459415,0.0,ok,
mip_profiled,3,8,0.01,0.1388888888888889,0.8857142857142857,9,4,91.07072526402771,0.003515126183629036,0.0,ok,
