method,graph,trial,penalty,fdp,tdp,d_cpdag,union_target_error,fit_seconds,metric_seconds,mip_gap,status,error
utigsp,1,7,0.001,0.14285714285714285,0.8571428571428572,2,5,0.0677305469289422,0.0006041368469595909,,ok,
utigsp,1,7,0.01,0.5555555555555556,0.7142857142857143,7,4,0.09111237805336714,0.0006784601137042046,,ok,
utigsp,1,7,0.1,0.6,0.7142857142857143,11,2,0.08546712482348084,0.0006463387981057167,,ok,
utigsp,1,7,0.2,0.8695652173913043,0.2857142857142857,25,3,0.14551453292369843,0.0007791598327457905,,ok,
utigsp,1,7,1e-05,0.7142857142857143,0.7142857142857143,6,8,0.0744864996522665,0.0010364889167249203,,ok,
utigsp,1,7,1e-07,0.7142857142857143,0.7142857142857143,6,8,0.09219524823129177,0.0010442002676427364,,ok,
utigsp,1,7,1e-09,0.8,0.7142857142857143,6,8,0.09889068594202399,0.0010372237302362919,,ok,
utigsp,2,7,0.001,0.23529411764705882,0.9411764705882353,5,9,0.29686473403126,0.0012191906571388245,,ok,
utigsp,2,7,0.01,0.2631578947368421,0.8823529411764706,8,6,0.25392402708530426,0.001202915795147419,,ok,
utigsp,2,7,0.1,0.78,0.6470588235294117,45,2,0.2668189979158342,0.0012245001271367073,,ok,
utigsp,2,7,0.2,0.875,0.6470588235294117,83,1,0.4285580418072641,0.001561501994729042,,ok,
utigsp,2,7,1e-05,0.1875,0.8235294117647058,6,9,0.37297898111864924,0.0010618967935442924,,ok,
utigsp,2,7,1e-07,0.5333333333333333,0.5294117647058824,16,11,0.2519646920263767,0.0013201790861785412,,ok,
utigsp,2,7,1e-09,0.6153846153846154,0.5882352941176471,13,16,0.3476650989614427,0.0028427722863852978,,ok,
utigsp,3,7,0.001,0.16666666666666666,0.8857142857142857,10,9,2.360675970092416,0.003274632152169943,,ok,
utigsp,3,7,0.01,0.42857142857142855,0.8,29,8,1.6194579070433974,0.003493058029562235,,ok,
utigsp,3,7,0.1,0.9138576779026217,0.6285714285714286,257,6,0.9443943090736866,0.006153784692287445,,ok,
utigsp,3,7,0.2,0.9733333333333334,0.37142857142857144,533,7,1.4329424928873777,0.008022245019674301,,ok,
utigsp,3,7,1e-05,0.3611111111111111,0.7142857142857143,23,11,2.5010971697047353,0.00352256977930665,,ok,
utigsp,3,7,1e-07,0.3888888888888889,0.6571428571428571,26,13,3.5621855123899877,0.0033767009153962135,,ok,
utigsp,3,7,1e-09,0.3939393939393939,0.6285714285714286,26,17,1.9330114061012864,0.0034559606574475765,,ok,
