method,graph,trial,penalty,fdp,tdp,d_cpdag,union_target_error,fit_seconds,metric_seconds,mip_gap,status,error
utigsp,1,10,0.001,0.14285714285714285,0.8571428571428572,2,3,0.08137430297210813,0.0006378847174346447,,ok,
utigsp,1,10,0.01,0.25,0.7142857142857143,4,3,0.10364392213523388,0.0006262441165745258,,ok,
utigsp,1,10,0.1,0.5714285714285714,0.7142857142857143,10,0,0.1006166678853333,0.0008155996911227703,,ok,
utigsp,1,10,0.2,0.7391304347826086,0.7142857142857143,19,2,0.18817366333678365,0.0008591269142925739,,ok,
utigsp,1,10,1e-05,0.2857142857142857,0.7142857142857143,4,7,0.0689583751372993,0.0006255987100303173,,ok,
utigsp,1,10,1e-07,0.6666666666666666,0.4285714285714286,6,8,0.08060955302789807,0.0042896270751953125,,ok,
utigsp,1,10,1e-09,0.75,0.4285714285714286,6,8,0.07964947912842035,0.0007589347660541534,,ok,
utigsp,2,10,0.001,0.42105263157894735,0.7058823529411764,13,8,0.19062919588759542,0.0011845831759274006,,ok,
utigsp,2,10,0.01,0.3684210526315789,0.7647058823529411,11,5,0.17181937210261822,0.0010862275958061218,,ok,
utigsp,2,10,0.1,0.7647058823529411,0.7058823529411764,44,1,0.2030647019855678,0.0012743459083139896,,ok,
utigsp,2,10,0.2,0.8433734939759037,0.7647058823529411,74,2,0.3030837820842862,0.001477341167628765,,ok,
utigsp,2,10,1e-05,0.47058823529411764,0.7058823529411764,13,10,0.23450988996773958,0.0012112879194319248,,ok,
utigsp,2,10,1e-07,0.375,0.8235294117647058,9,13,0.1862690607085824,0.0013376353308558464,,ok,
utigsp,2,10,1e-09,0.7333333333333333,0.5294117647058824,17,16,0.19150533992797136,0.002806673292070627,,ok,
utigsp,3,10,0.001,0.14285714285714285,0.8857142857142857,9,8,1.7156497091054916,0.0033828411251306534,,ok,
utigsp,3,10,0.01,0.46153846153846156,0.8,31,5,0.827051430940628,0.0033924849703907967,,ok,
utigsp,3,10,0.1,0.9302325581395349,0.48571428571428577,258,7,0.9407757008448243,0.004967118613421917,,ok,
utigsp,3,10,0.2,0.9758064516129032,0.3142857142857143,508,9,1.3506844374351203,0.007064248900860548,,ok,
utigsp,3,10,1e-05,0.2571428571428571,0.8,16,14,1.6579537731595337,0.0034599928185343742,,ok,
utigsp,3,10,1e-07,0.29411764705882354,0.7714285714285715,18,17,2.070039990823716,0.0039855861105024815,,ok,
utigsp,3,10,1e-09,0.5428571428571428,0.5714285714285714,34,19,4.173686848953366,0.004361019004136324,,ok,
