method,graph,trial,penalty,fdp,tdp,d_cpdag,union_target_error,fit_seconds,metric_seconds,mip_gap,status,error
utigsp,1,1,0.001,0.14285714285714285,1.0,1,5,0.09650540724396706,0.0007478701882064342,,ok,
utigsp,1,1,0.01,0.14285714285714285,0.7142857142857143,3,3,0.09855136042460799,0.0006757942028343678,,ok,
utigsp,1,1,0.1,0.5,0.7142857142857143,8,2,0.08013607934117317,0.0007245941087603569,,ok,
utigsp,1,1,0.2,0.6842105263157895,0.7142857142857143,15,2,0.18124073604121804,0.0008605797775089741,,ok,
utigsp,1,1,1e-05,0.2857142857142857,0.7142857142857143,4,8,0.07643578387796879,0.000706368125975132,,ok,
utigsp,1,1,1e-07,0.16666666666666666,0.7142857142857143,3,8,0.09585061203688383,0.0006888066418468952,,ok,
utigsp,1,1,1e-09,0.5,0.5714285714285714,4,8,0.07496803300455213,0.0008061276748776436,,ok,
utigsp,2,1,0.001,0.3684210526315789,0.8823529411764706,9,9,0.20886729611083865,0.0014185071922838688,,ok,
utigsp,2,1,0.01,0.3,0.8823529411764706,8,7,0.2727745110169053,0.001329751219600439,,ok,
utigsp,2,1,0.1,0.8245614035087719,0.5882352941176471,54,0,0.3304210272617638,0.0014362209476530552,,ok,
utigsp,2,1,0.2,0.8823529411764706,0.5882352941176471,82,2,0.40185445733368397,0.00163694703951478,,ok,
utigsp,2,1,1e-05,0.35294117647058826,0.7647058823529411,10,11,0.20650693075731397,0.0013974448665976524,,ok,
utigsp,2,1,1e-07,0.5,0.7647058823529411,13,13,0.1890344419516623,0.0015688510611653328,,ok,
utigsp,2,1,1e-09,0.5714285714285714,0.7647058823529411,12,14,0.3231757269240916,0.0038938908837735653,,ok,
utigsp,3,1,0.001,0.2222222222222222,0.8285714285714285,14,8,1.3827970162965357,0.003522452898323536,,ok,
utigsp,3,1,0.01,0.5636363636363636,0.7142857142857143,41,4,0.9604304507374763,0.0038387179374694824,,ok,
utigsp,3,1,0.1,0.9363057324840764,0.5428571428571429,310,7,1.2368744160048664,0.005675068125128746,,ok,
utigsp,3,1,0.2,0.9621928166351607,0.5428571428571429,525,10,1.7981041427701712,0.008396146818995476,,ok,
utigsp,3,1,1e-05,0.32432432432432434,0.7714285714285715,20,13,3.45311000617221,0.003800325095653534,,ok,
utigsp,3,1,1e-07,0.45714285714285713,0.6,30,15,2.471386441960931,0.0038373800925910473,,ok,
utigsp,3,1,1e-09,0.45454545454545453,0.5714285714285714,30,18,2.6951089426875114,0.0038830582052469254,,ok,
